Title,Parallel,Type,Rarity,Edition Size,Description,Ability,Cost,Attack,Health,Image URL,Token ID,Artist,mp_img_url
Primea Conduit,Earthen,Unit,Uncommon,"10,000",The power to protect ones friends is amongst the highest honors of the Earthen. It is rarely wasted.,"Shielded, Defender
Muster: Spend your remaining energy. This unit gains +1/+1 per energy spent.",1,1.0,1.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_PrimeaConduit/Ert_PrimeaConduit_Non_Ucm_Fe_Img.png,10541,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_PrimeaConduit/Ert_PrimeaConduit_Non_Prm_Mp_Img.png
Shaymak Stone-Eyes,Earthen,Unit,Common,"60,000","In war, everyone is important. It’s not just those who fight and defend that will help us win, but those who keep them fighting and defending that will see us victorious.","While in hand, reduce the cost of this unit by 1 when you or a friendly unit are healed.
Muster: Draw two cards.",6,5.0,5.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_ShaymakStoneEyes/Ert_ShaymakStoneEyes_Non_Cmn_Fe_Img.png,10543,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_ShaymakStoneEyes/Ert_ShaymakStoneEyes_Non_Prm_Mp_Img.png
Steward Of The Garden,Earthen,Unit,Common,"60,000",Some beat their swords into plowshares. She preferred a trowel.,"At the start of your turn, gain 1 energy.",1,0.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_StewardOfTheGarden/Ert_StewardOfTheGarden_Non_Cmn_Fe_Img.png,10545,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_StewardOfTheGarden/Ert_StewardOfTheGarden_Non_Prm_Mp_Img.png
Dana Silvertongue,Universal,Unit,Legendary,"1,000",“You’re either with me or against me. It’s as simple as that.”,"Activate, discard a card: This unit gains a counter. Limit once per turn.
At the start of your turn, draw a random enemy card with cost equal to the number of counters on this unit. You may remove all counters from this unit to play the card for free. If the card is not played, put it on the bottom of the enemy's deck.",4,4.0,6.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_DanaSilvertongue/Unv_DanaSilvertongue_Non_Lgn_Fe_Img.png,10547,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_DanaSilvertongue/Unv_DanaSilvertongue_Non_Prm_Mp_Img.png
Ds-1 Prototype Frigate,Universal,Unit,Uncommon,"10,000","“Commander, it just came up on the star chart, it must have slipped in via an undesignated jump point - it looks like it's an Echelon ship but it's not responding when hailed.”","After this unit survives combat damage, draw a card.",7,10.0,6.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_DS1PrototypeFrigate/Unv_DS1PrototypeFrigate_Non_Ucm_Fe_Img.png,10550,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_DS1PrototypeFrigate/Unv_DS1PrototypeFrigate_Non_Prm_Mp_Img.png
Gambler's Coin,Universal,Effect,Legendary,500,“Never give me the odds.” - Sammy “Four Fingers” Roth,"Shuffle your hand into your deck, then draw that many cards.",1,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_GamblersCoin/Unv_GamblersCoin_Tai_Lgn_Fe_Img.png,10552,@DHENZELOBENG,https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_GamblersCoin/Unv_GamblersCoin_Hea_Lgn_Mp_Vid.gif
Gambler's Coin,Universal,Effect,Legendary,500,“Never give me the odds.” - Sammy “Four Fingers” Roth,"Shuffle your hand into your deck, then draw that many cards.",1,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_GamblersCoin/Unv_GamblersCoin_Hea_Lgn_Fe_Img.png,10553,@DHENZELOBENG,https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_GamblersCoin/Unv_GamblersCoin_Hea_Lgn_Mp_Vid.gif
Hidden Vaults,Universal,Relic,Common,"60,000",The vast resources of the Black Market Cabal allows them to hold influence in the highest of courts.,You have no hand limit.,2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_HiddenVaults/Unv_HiddenVaults_Non_Cmn_Fe_Img.png,10556,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_HiddenVaults/Unv_HiddenVaults_Non_Prm_Mp_Img.png
Kingpin's Tithe,Universal,Relic,Rare,"3,500","All men, king’s and pauper alike, pay the Kingpin’s Tithe, the tales of what happens when it is denied a constant reminder.","After the enemy draws a card, they take 1 damage.",4,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_KingpinsTithe/Unv_KingpinsTithe_Non_Rar_Fe_Img.png,10558,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_KingpinsTithe/Unv_KingpinsTithe_Non_Prm_Mp_Img.png
Saboteur,Universal,Unit,Uncommon,"10,000",There are very few problems in life that an appropriate amount of plastic explosives can’t fix.,Muster: Destroy target enemy relic.,3,3.0,2.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_Saboteur/Unv_Saboteur_Non_Ucm_Fe_Img.png,10560,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_Saboteur/Unv_Saboteur_Non_Prm_Mp_Img.png
Shielded Assassin,Universal,Unit,Uncommon,"10,000","Personal Shield Devices are extraordinarily expensive, but the lucky few who own them would agree it is a price worth paying.",This unit can't be targeted by enemy effects.,1,1.0,1.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_ShieldedAssassin/Unv_ShieldedAssassin_Non_Ucm_Fe_Img.png,10562,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_ShieldedAssassin/Unv_ShieldedAssassin_Non_Prm_Mp_Img.png
Squad Traitor,Universal,Unit,Uncommon,"10,000","For those unwilling to believe in karma, many ways to get ahead can be found.",Muster: Destroy another target friendly unit then draw two cards.,3,3.0,1.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_SquadTraitor/Unv_SquadTraitor_Non_Ucm_Fe_Img.png,10564,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_SquadTraitor/Unv_SquadTraitor_Non_Prm_Mp_Img.png
Te4 Interceptor,Universal,Unit,Common,"60,000","Ships come in many shapes & sizes. Interceptor-class vessels are designed as hunter-killers, far outmaneuvering larger craft.",Muster: You may deal 3 damage to target unit.,5,3.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_TE4Interceptor/Unv_TE4Interceptor_Non_Cmn_Fe_Img.png,10566,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_TE4Interceptor/Unv_TE4Interceptor_Non_Prm_Mp_Img.png
Trade Route Ambush,Universal,Effect,Rare,"3,500",Most trading vessel captains learn the importance of hiring an escort sooner rather than later.,Waste a revealed bank card.,3,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_TradeRouteAmbush/Unv_TradeRouteAmbush_Non_Rar_Fe_Img.png,10568,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_TradeRouteAmbush/Unv_TradeRouteAmbush_Non_Prm_Mp_Img.png
Unstable Shield Generator,Universal,Unit,Common,"60,000","“Uhh, Captain? I’m not sure our Shield is meant to be making that hissing noise”.","At the start of your turn, destroy this unit and deal 2 damage to all units.",2,0.0,5.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_UnstableShieldGenerator/Unv_UnstableShieldGenerator_Non_Cmn_Fe_Img.png,10570,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_UnstableShieldGenerator/Unv_UnstableShieldGenerator_Non_Prm_Mp_Img.png
Commandeered Warship,Universal,Unit,Rare,"3,500","“The Penshaw is an 18 gun battlecruiser intended to fly with a full complement of 190 souls. For Captain K’ra and his crew of six, this was going to be quite the challenge.”","At the start of your turn, this unit deals 4 damage to two random enemies.",8,5.0,8.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_CommandeeredWarship/Unv_CommandeeredWarship_Non_Rar_Fe_Img.png,10572,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_CommandeeredWarship/Unv_CommandeeredWarship_Non_Prm_Mp_Img.png
Grove Altruist,Earthen,Unit,Common,"60,000","The Grove teaches us that life and death are one and the same, each one a path to the other.","Aftermath: Heal friendly units equal to this unit’s max health, divided as you choose.",5,4.0,7.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_GroveAltruist/Ert_GroveAltruist_Non_Cmn_Fe_Img.png,10615,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_GroveAltruist/Ert_GroveAltruist_Non_Prm_Mp_Img.png
Machine-Learning Matrix,Augencore,Relic,Rare,"3,500","The spark of genius comes from the Augencore themselves, but the relentless optimization falls onto their ever-learning central computers.","At the start of your turn, you may destroy a friendly upgrade. If you do, search your deck for an upgrade that costs 1 more and attach it to a friendly unit of your choice.",1,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_MachineLearningMatrix/Agc_MachineLearningMatrix_Non_Rar_Fe_Img.png,10617,@OSCARMARSTUDIO,https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_MachineLearningMatrix/Agc_MachineLearningMatrix_Non_Prm_Mp_Vid.gif
Mercenary Gunslinger,Universal,Unit,Common,"60,000","If you’ve got the money, I’ve got the aim.",Muster: Deal 1 damage to any target.,1,1.0,1.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_MercenaryGunslinger/Unv_MercenaryGunslinger_Non_Cmn_Fe_Img.png,10651,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Unv_MercenaryGunslinger/Unv_MercenaryGunslinger_Non_Prm_Mp_Img.png
Sixth Palm Of Galli,Kathari,Unit,Rare,"3,500","“Kathari exemplify change. We must embrace change, if we are to grow as a people. Death is simply another change.” - Sixth teaching of Galli","Muster: This unit gains 6 counters.
This unit has +1/+1 for each counter on it.
If this unit would take damage, remove a counter instead.
After this unit has no counters, destroy it.",6,1.0,1.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_SixthPalmOfGalli/Kat_SixthPalmOfGalli_Non_Rar_Fe_Img.png,10653,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_SixthPalmOfGalli/Kat_SixthPalmOfGalli_Non_Prm_Mp_Img.png
Eighth Palm Of Galli,Kathari,Unit,Rare,"3,500","“Just as we must be the water that flows over and around any obstacle, so too should we embody the immovable rock, defiant and resolute.” - Eighth teaching of Galli","Muster: Waste a revealed enemy bank card and play a copy of it.
This unit has +1/+1 for each revealed enemy bank card.",6,4.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_EighthPalmOfGalli/Kat_EighthPalmOfGalli_Non_Rar_Fe_Img.png,10655,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Kat_EighthPalmOfGalli/Kat_EighthPalmOfGalli_Non_Prm_Mp_Img.png
Cutting Edge,Augencore,Upgrade,Common,"60,000",For times when the simplest solution suffices.,Upgraded unit has +1/+0 and Armed.,2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_CuttingEdge/Agc_CuttingEdge_Non_Cmn_Fe_Img.png,10657,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_CuttingEdge/Agc_CuttingEdge_Non_Prm_Mp_Img.png
Improvised Projectile,Augencore,Effect,Common,"60,000","“Aerodynamics be damned, we can make it work” - Augencore Ship’s Gunner",Destroy target friendly upgrade then deal 4 damage to target enemy unit.,1,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_ImprovisedProjectile/Agc_ImprovisedProjectile_Non_Cmn_Fe_Img.png,10659,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_ImprovisedProjectile/Agc_ImprovisedProjectile_Non_Prm_Mp_Img.png
H.E.R.A Platform,Augencore,Unit,Uncommon,"10,000","The High Explosive Round Artillery platform. Capable of mounting a wide array of cannons, the Augencore’s adaptability applied to terrifying levels.",Muster: This unit gains attack equal to target friendly unit's health.,4,2.0,6.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_HeraPlatform/Agc_HeraPlatform_Non_Ucm_Fe_Img.png,10661,@CAFARO_OSCAR,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Agc_HeraPlatform/Agc_HeraPlatform_Non_Prm_Mp_Img.png
Ceremonial Rites,Earthen,Effect,Common,"60,000","Tradition is important. In dire times, it is even more vital to protect our ways.",Damaged friendly units gain +2/+2.,2,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_CeremonialRites/Ert_CeremonialRites_Non_Cmn_Fe_Img.png,10667,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_CeremonialRites/Ert_CeremonialRites_Non_Prm_Mp_Img.png
Rainsoaked Mourner,Earthen,Unit,Common,"60,000","On this day, we remember our brothers and sisters returned to the Earth.","Pacifist
This unit can't be healed.
Aftermath: If this unit was destroyed by Decay damage, deal 3 damage to all enemy units.",2,3.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_RainsoakedMourner/Ert_RainsoakedMourner_Non_Cmn_Fe_Img.png,10669,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_RainsoakedMourner/Ert_RainsoakedMourner_Non_Prm_Mp_Img.png
Ephrath's Attendant,Earthen,Unit,Uncommon,"10,000",“The Earth is still bountiful. She gives her power freely - we need only to reach out and grab it.“ - Ephrath of the Seven,"At the start of each player's turn, that player gains 1 energy.
Activate, reveal a friendly banked card: This ability doesn't trigger on the enemy's next turn. Limit once per turn.",3,3.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_EphrathsAttendant/Ert_EphrathsAttendant_Non_Ucm_Fe_Img.png,10671,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_EphrathsAttendant/Ert_EphrathsAttendant_Non_Prm_Mp_Img.png
Rhetorician,Earthen,Unit,Uncommon,"10,000",Even now they take from us. We can no longer sit back and do nothing!,Friendly units ignore Pacifist.,5,6.0,6.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_Rhetorician/Ert_Rhetorician_Non_Ucm_Fe_Img.png,10673,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_Rhetorician/Ert_Rhetorician_Non_Prm_Mp_Img.png
Dauntless Axeman,Earthen,Unit,Rare,"3,500","Strike me down, for you would do little but return me to my Mother’s embrace.","Attuned
Dormant: When this unit becomes dormant, gain Pacifist
Awakened: When this unit is destroyed, put it into your bank. When this unit becomes awakened, lose Pacifist",3,5.0,3.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_DauntlessAxeman/Ert_DauntlessAxeman_Non_Rar_Fe_Img.png,10675,@DHENZELOBENG,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_DauntlessAxeman/Ert_DauntlessAxeman_Non_Prm_Mp_Img.png
Grove Guardian,Earthen,Unit,Rare,"3,500","Of all Earths locations, perhaps none are defended as fiercely as the holy groves.",Retaliate: Deal 1 damage to a random enemy.,1,0.0,4.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_GroveGuardian/Ert_GroveGuardian_Non_Rar_Fe_Img.png,10677,@VINOGRDOVA,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_GroveGuardian/Ert_GroveGuardian_Non_Prm_Mp_Img.png
Life Vault,Earthen,Relic,Rare,"3,500","“If there's one thing the history of evolution has taught us, it's that life will not be contained. Life breaks free, it expands to new territories, and crashes through barriers painfully, maybe even dangerously”.","After you heal a damaged unit or player, this relic gets 1 counter.
Activate, remove 30 counters from this relic and destroy it: Play all cards in your deck for free in order, starting from the top.",1,,,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_LifeVault/Ert_LifeVault_Non_Rar_Fe_Img.png,10679,@_CHRISBJERRE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_LifeVault/Ert_LifeVault_Non_Prm_Mp_Img.png
Jonah The Undecided,Earthen,Unit,Legendary,"1,000","Gafar preaches peace and Nehemiah defense, but words are hard to follow when your people are dying. Sometimes I am unsure if I should approach with an open hand or a closed fist.","Defender
After this unit defends and survives, it gains 1 counter.
After this unit gains a third counter, choose one:
All units on the field gain Pacifist.
All units on the field lose Pacifist.",5,3.0,8.0,https://cdn.parallelnft.com/unsafe/600x900/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_JonahTheUndecided/Ert_JonahTheUndecided_Non_Lgn_Fe_Img.png,10681,@NACHOYAGUE,https://cdn.parallelnft.com/unsafe/600x750/https://prl-content-publish-prod.s3.amazonaws.com/Cards/Ert_JonahTheUndecided/Ert_JonahTheUndecided_Non_Prm_Mp_Img.png
